choco_bar_name,company_name,rating,comapany_loc,cocoa_perc,bean_type,bean_origin,company_flavor,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Samoa Milk,Daintree Estates,4.0,Australia,50.0,Hybrid,Samoa,Fruits,34.0,76.0,51.0,33.0,64.0,61.0,83.0,78.0,76.0,84.0,79.0,80.0,96.2,79.5
Noir Papouasie Nouvelle Guinee,A. Morin,4.0,France,70.0,with,Papua New Guinea,Crossover,39.0,46.0,70.0,36.0,76.0,66.0,80.0,76.0,76.0,78.0,78.0,94.7,92.0,89.0
Southern 7,Cravve,4.5,Australia,72.0,Blend,Samoa,Naked,82.0,59.0,8.0,57.0,70.0,26.0,46.0,90.0,73.0,70.0,86.0,92.0,92.8,89.0
Chilli-Lime,Cravve,2.0,Australia,,,,Crossover,21.0,66.0,58.0,48.0,51.0,76.0,55.0,31.0,80.0,42.0,64.0,72.0,73.2,71.0
Mò Cày,Vietcacao,4.0,Vietnam,70.0,T,Vietnam,Crossover,31.0,72.0,47.0,34.0,74.0,59.0,78.0,64.0,76.0,78.0,80.0,88.7,92.2,88.0
Mò Cày au Lait,Vietcacao,3.5,Vietnam,40.0,T,Vietnam,Earthen,31.0,76.0,27.0,22.0,71.0,59.0,51.0,74.0,70.0,74.0,83.0,92.0,87.8,80.5
Birmanie,A. Morin,4.0,France,70.0,Hybrid,Burma,Spices,64.0,48.0,45.0,32.0,76.0,66.0,52.0,69.0,76.0,92.0,87.0,91.3,90.0,87.0
Australia,Daintree Estates,0.5,Australia,65.0,SG2,Australia,Spices,31.0,68.0,10.0,64.0,76.0,55.0,12.0,16.0,34.0,76.0,70.0,62.0,53.4,41.0
New Britain,Daintree Estates,3.0,Australia,70.0,Hybrid,Papua New Guinea,Sugar,31.0,76.0,34.0,34.0,42.0,68.0,50.0,46.0,70.0,74.0,79.0,78.7,84.2,83.0
Diego's Decadence,Kallari-Sacha,1.5,Ecuador,85.0,Blend,Ecuador,Earthen,13.0,22.0,19.0,51.0,29.0,69.0,25.0,16.0,47.0,64.0,83.0,74.0,65.6,53.5
Roberto's Recipe,Kallari-Sacha,2.5,Ecuador,75.0,Blend,Ecuador,Crossover,22.0,39.0,32.0,42.0,34.0,61.0,55.0,44.0,49.0,68.0,81.0,78.7,82.4,77.0
Sisa's Secret,Kallari-Sacha,3.0,Ecuador,70.0,Blend,Ecuador,Fruits,31.0,64.0,36.0,30.0,34.0,51.0,46.0,52.0,56.0,70.0,82.0,80.0,83.8,78.5
El Blanco,Willie's,5.0,UK,,Criollo,Venezuela,Naked,83.0,72.0,14.0,11.0,62.0,76.0,51.0,90.0,64.0,100.0,92.0,86.7,95.8,95.0
Hone Creek,CariBeans,2.0,Costa,72.0,+,Costa Rica,Earthen,34.0,36.0,21.0,38.0,65.0,46.0,12.0,32.0,44.0,76.0,72.0,76.0,71.4,65.5
Talamanca Organica,CariBeans,2.5,Costa,72.0,Matina,Costa Rica,Spices,47.0,42.0,28.0,24.0,56.0,44.0,24.0,37.0,50.0,80.0,71.0,80.0,76.2,74.0
Pueblo Nuevo de Bri Bri,CariBeans,2.5,Costa,,Matina,Costa Rica,Spices,33.0,39.0,34.0,44.0,57.0,46.0,34.0,44.0,48.0,76.0,77.0,87.3,80.2,76.0
Patiño Angel,CariBeans,3.0,Costa,72.0,Matina,Costa Rica,Crossover,26.0,46.0,50.0,76.0,61.0,72.0,37.0,46.0,57.0,78.0,76.0,79.3,89.2,79.0
Raw 70% Cacao 2013,Pacari,4.0,Ecuador,70.0,Nacional,Ecuador,Fruits,13.0,58.0,79.0,46.0,26.0,54.0,57.0,44.0,72.0,72.0,82.0,92.0,91.0,89.5
San Rafael de Cahuita,CariBeans,3.0,Costa,72.0,Criollo,Costa Rica,Spices,27.0,36.0,39.0,46.0,61.0,55.0,34.0,49.0,56.0,74.0,75.0,78.7,88.6,79.5
Unroasted Nib Crunch,CariBeans,2.5,Costa,80.0,Matina,Costa Rica,Naked,21.0,33.0,29.0,63.0,5.0,56.0,26.0,36.0,47.0,76.0,80.0,82.0,74.2,73.0
Tequila Shot,CariBeans,3.5,Costa,,Matina,Costa Rica,Crossover,31.0,34.0,33.0,41.0,19.0,46.0,42.0,71.0,65.0,72.0,94.0,80.0,85.8,83.5
San Martin 70%,Potomac,3.0,USA,70.0,CCN-51,Peru,Twang,21.0,48.0,79.0,36.0,50.0,76.0,33.0,42.0,66.0,94.0,82.0,75.3,86.2,78.0
Napa,Van Leer,3.0,USA,65.0,Amazon,Ghana,Naked,64.0,61.0,40.0,42.0,76.0,51.0,47.0,72.0,64.0,82.0,72.0,89.3,81.2,74.0
Manhattan,Van Leer,2.0,USA,,Amazon,Ghana,Spices,33.0,66.0,28.0,44.0,76.0,61.0,38.0,36.0,54.0,76.0,76.0,60.7,75.8,75.0
Criollo,Nanea,0.0,USA,85.0,Criollo,Hawai'i USA,Earthen,16.0,31.0,19.0,56.0,42.0,47.0,30.0,4.0,52.0,42.0,48.0,46.7,42.4,27.0
Hawai'i Blend,Nanea,1.0,USA,85.0,Criollo,Hawai'i USA,Earthen,11.0,42.0,26.0,76.0,54.0,47.0,36.0,22.0,56.0,78.0,61.0,70.7,63.6,50.5
85%,Nanea,4.0,USA,85.0,Blend,Hawai'i USA,Earthen,38.0,43.0,30.0,57.0,54.0,76.0,28.0,66.0,61.0,76.0,84.0,86.7,94.2,88.0
Blend 85%,Nanea,3.0,USA,85.0,Blend,Hawai'i USA,Naked,28.0,34.0,21.0,51.0,54.0,30.0,29.0,44.0,48.0,84.0,70.0,83.3,88.0,76.0
Alaea Sea Salt,Nanea,1.0,USA,85.0,Blend,Hawai'i USA,Earthen,24.0,14.0,7.0,31.0,52.0,46.0,22.0,12.0,48.0,60.0,73.0,83.3,60.4,53.0
Theodent Kids,Rennou,3.5,USA,,Amazon,Ivory Coast,Naked,79.0,59.0,16.0,11.0,69.0,54.0,22.0,49.0,71.0,96.0,82.0,80.0,85.6,85.5
Antigua Hacienda La Concepción,República del Cacao,2.5,Ecuador,85.0,Nacional,Ecuador,Earthen,27.0,30.0,24.0,56.0,60.0,54.0,36.0,40.0,63.0,90.0,88.0,81.3,77.2,66.5
Puira Perou CS,A. Morin,2.0,France,70.0,Nacional,Peru,Naked,16.0,26.0,13.0,56.0,66.0,32.0,12.0,25.0,59.0,88.0,86.0,86.0,68.2,67.5
Puira Perou AO,A. Morin,3.5,France,70.0,Nacional,Peru,Twang,34.0,38.0,90.0,36.0,47.0,87.0,38.0,44.0,76.0,96.0,85.0,81.3,87.4,79.5
Chanchamayo,A. Morin,4.0,France,70.0,Amazon,Peru,Fruits,29.0,72.0,76.0,34.0,52.0,76.0,59.0,62.0,64.0,80.0,75.0,89.3,90.0,89.0
"Chiapas, Mexico",Bar au Chocolat,4.0,USA,70.0,Ceylan,Mexico,Twang,30.0,44.0,76.0,29.0,46.0,66.0,62.0,76.0,72.0,98.0,71.0,87.3,88.8,89.0
100%,Amma,4.0,Brazil,100.0,Amazon,Brazil,Naked,11.0,52.0,29.0,36.0,42.0,37.0,41.0,44.0,63.0,80.0,94.0,91.3,90.2,79.5
Moontime,Nova Monda,3.5,USA,54.0,Nacional,Ecuador,Earthen,48.0,61.0,27.0,41.0,52.0,54.0,34.0,70.0,72.0,94.0,65.0,88.7,87.2,94.0
Tumbes Cooperative,French Broad,4.0,USA,70.0,Amazon,Peru,Twang,16.0,56.0,76.0,47.0,54.0,68.0,58.0,62.0,55.0,92.0,84.0,83.3,89.4,88.0
Palo Blanco Chulucanas 81%,French Broad,2.0,USA,81.0,Amazon,Peru,Crossover,26.0,46.0,62.0,57.0,54.0,66.0,33.0,25.0,46.0,94.0,88.0,78.0,68.8,60.5
Palo Blanco Chulucanas 66%,French Broad,3.0,USA,66.0,Amazon,Peru,Twang,10.0,61.0,66.0,24.0,55.0,58.0,29.0,62.0,64.0,84.0,64.0,80.7,87.4,81.0
Chulucanas Riverbend Malted Milk Chocolate,French Broad,5.0,USA,45.0,Amazon,Peru,Crossover,22.0,76.0,54.0,31.0,55.0,62.0,78.0,86.0,76.0,96.0,83.0,93.3,92.4,93.5
Balao,Ritual,2.5,USA,75.0,Nacional,Ecuador,Earthen,34.0,38.0,27.0,63.0,76.0,62.0,48.0,46.0,71.0,96.0,79.0,80.0,80.4,74.5
Balao 75%,Rogue,4.5,USA,75.0,Nacional,Ecuador,Earthen,34.0,40.0,22.0,36.0,54.0,70.0,46.0,47.0,48.0,96.0,86.0,86.7,92.8,89.5
Bubbie's Almond Bar,French Broad,0.5,USA,75.0,Amazon,Peru,Twang,19.0,53.0,79.0,36.0,55.0,76.0,27.0,14.0,52.0,94.0,89.0,84.0,50.2,42.0
Special Reserve,CariBeans,3.5,Costa,72.0,Matina,Costa Rica,Naked,66.0,54.0,11.0,30.0,62.0,64.0,23.0,81.0,65.0,80.0,82.0,93.3,87.4,80.5
Dark Chocolate with Cocoa Nibs,Moho,3.0,Belize,73.0,Criollo,Belize,Fruits,19.0,59.0,52.0,41.0,50.0,47.0,48.0,45.0,51.0,88.0,86.0,81.3,86.6,74.5
Seeds,Nova Monda,4.0,USA,,Nacional,Ecuador,Crossover,21.0,36.0,36.0,63.0,52.0,62.0,70.0,76.0,76.0,88.0,85.0,81.3,90.8,88.5
Gran Couva,Ritual,4.0,USA,75.0,Trinitario,Trinidad,Crossover,19.0,41.0,36.0,54.0,56.0,58.0,62.0,66.0,69.0,96.0,79.0,80.7,90.6,88.5
Milk Chocolate,Moho,4.0,Belize,44.0,Criollo,Belize,Fruits,41.0,63.0,19.0,16.0,52.0,57.0,44.0,80.0,76.0,76.0,80.0,96.7,89.8,88.5
85%,Q Aquim,3.0,Brazil,85.0,Hybrid,Brazil,Naked,34.0,46.0,28.0,36.0,48.0,33.0,31.0,71.0,66.0,48.0,72.0,72.0,93.0,78.5
80%,Q Aquim,3.0,Brazil,80.0,Hybrid,Brazil,Naked,34.0,46.0,31.0,26.0,48.0,42.0,34.0,60.0,61.0,62.0,75.0,86.7,87.8,80.5
75%,Q Aquim,2.5,Brazil,75.0,Hybrid,Brazil,Earthen,23.0,42.0,34.0,17.0,48.0,34.0,34.0,46.0,76.0,46.0,68.0,82.0,83.4,76.0
Milk Chocolate with Cocoa Nibs,Moho,5.0,Belize,52.0,Criollo,Belize,Crossover,48.0,77.0,46.0,23.0,52.0,76.0,84.0,96.0,76.0,88.0,93.0,92.7,96.2,91.5
65%,Q Aquim,3.0,Brazil,65.0,Hybrid,Brazil,Fruits,34.0,54.0,36.0,43.0,59.0,54.0,37.0,55.0,58.0,64.0,65.0,81.3,87.8,88.5
60%,Q Aquim,3.5,Brazil,60.0,Hybrid,Brazil,Naked,38.0,57.0,38.0,37.0,56.0,48.0,42.0,61.0,56.0,70.0,64.0,86.0,87.2,90.0
55%,Q Aquim,3.0,Brazil,55.0,Hybrid,Brazil,Sugar,34.0,64.0,34.0,17.0,56.0,36.0,39.0,57.0,52.0,70.0,71.0,82.0,86.0,89.0
Blanco de Criollo,Amedei,4.5,Italy,70.0,Nacional,Peru,Naked,91.0,72.0,11.0,42.0,76.0,64.0,15.0,91.0,76.0,58.0,93.0,92.0,93.8,90.0
Flavoreds,Kallari-Sacha,3.0,Ecuador,,Blend,Ecuador,Crossover,43.0,69.0,62.0,34.0,34.0,58.0,60.0,64.0,66.0,74.0,79.0,80.7,86.8,80.0
Milk Chocolate with Salt & Lime,Moho,0.5,Belize,,Criollo,Brazil,Earthen,28.0,34.0,12.0,94.0,40.0,99.0,19.0,11.0,91.0,88.0,82.0,82.7,36.2,46.5
San Juan de Cheni,Scharffen Berger,4.0,USA,78.0,Blend,Peru,Twang,34.0,30.0,44.0,41.0,52.0,54.0,56.0,58.0,67.0,90.0,88.0,80.0,90.8,85.5
Gabon,Bonnat,3.5,France,75.0,Amazon,Gabon,Spices,44.0,51.0,29.0,34.0,56.0,42.0,34.0,80.0,68.0,96.0,83.0,84.7,89.6,81.0
70% Balinese,Middlebury Chocolates,0.5,USA,70.0,advertised,Indonesia,Earthen,34.0,44.0,20.0,48.0,76.0,79.0,34.0,26.0,61.0,82.0,54.0,64.7,58.6,44.0
65% House Blend,Middlebury Chocolates,2.5,USA,65.0,Blend,,Sugar,44.0,64.0,31.0,26.0,58.0,62.0,55.0,60.0,64.0,78.0,81.0,79.3,79.4,77.5
70% La Red,Fruition,4.0,USA,70.0,La,Dominican Republic,Crossover,54.0,46.0,42.0,29.0,72.0,76.0,76.0,72.0,78.0,92.0,84.0,84.0,90.0,86.5
100%,Fruition,1.5,USA,100.0,CCN-51,Peru,Earthen,14.0,11.0,24.0,79.0,57.0,92.0,31.0,28.0,76.0,96.0,67.0,80.7,62.8,69.5
San Martin 70%,Fruition,3.5,USA,70.0,CCN-51,Peru,Fruits,58.0,54.0,43.0,36.0,51.0,47.0,46.0,62.0,60.0,94.0,70.0,80.7,88.4,81.0
Deepest Dark,Fearless,3.5,USA,85.0,Amazon,Brazil,Earthen,56.0,27.0,33.0,45.0,34.0,69.0,46.0,46.0,76.0,76.0,78.0,89.3,88.4,77.5
Toasted White,Fruition,5.0,USA,38.0,Hybrid,Dominican Republic,Earthen,10.0,79.0,15.0,19.0,46.0,54.0,52.0,86.0,71.0,74.0,95.0,88.0,95.2,94.0
Super Seeds Crunch,Fearless,1.5,USA,,Amelonado,Brazil,Crossover,27.0,46.0,60.0,52.0,44.0,76.0,61.0,24.0,91.0,78.0,87.0,79.3,60.8,51.0
Superfruit,Fearless,1.5,USA,70.0,Amazon,Brazil,Twang,22.0,49.0,93.0,64.0,34.0,84.0,59.0,37.0,76.0,66.0,79.0,68.0,68.0,69.0
Lâm Đồng,Marou,4.0,Vietnam,74.0,T,Vietnam,Crossover,83.0,63.0,42.0,46.0,76.0,77.0,68.0,76.0,72.0,94.0,74.0,80.7,94.4,89.5
Peru Nacional,Naive,3.5,Lithuania,78.0,Nacional,Peru,Naked,62.0,46.0,12.0,24.0,73.0,34.0,37.0,64.0,62.0,80.0,89.0,89.3,87.8,83.5
Trinidad & Tobago,Naive,3.0,Lithuania,70.0,Trinitario,Trinidad,Sugar,76.0,51.0,29.0,31.0,34.0,65.0,34.0,62.0,76.0,68.0,86.0,79.3,87.4,75.5
Trincheras 95%,Rózsavölgyi,4.5,Hungary,95.0,decent,Venezuela,Earthen,34.0,30.0,21.0,48.0,59.0,68.0,50.0,76.0,78.0,96.0,92.0,86.7,90.4,90.0
Rio Caribe 76%,Rózsavölgyi,4.0,Hungary,76.0,Rio,Venezuela,Naked,84.0,48.0,21.0,24.0,61.0,76.0,31.0,88.0,66.0,98.0,80.0,82.0,91.0,81.5
Milk Chocolate Java / PNG,Naive,4.0,Lithuania,53.0,+,Indonesia,Earthen,36.0,52.0,16.0,22.0,64.0,55.0,76.0,69.0,79.0,80.0,92.0,80.7,92.6,89.5
Sur del Lago,Rózsavölgyi,4.0,Hungary,84.0,Sur,Venezuela,Crossover,71.0,29.0,17.0,58.0,55.0,68.0,59.0,70.0,68.0,96.0,87.0,80.0,92.6,90.5
Liberia,Mānoa,2.0,USA,72.0,Hybrid,Liberia,Earthen,56.0,51.0,25.0,76.0,46.0,52.0,46.0,34.0,45.0,74.0,87.0,84.0,65.6,62.0
Madagascar 72%,Rózsavölgyi,3.5,Hungary,72.0,Hybrid,Madagascar,Twang,41.0,56.0,76.0,34.0,44.0,48.0,55.0,36.0,78.0,82.0,87.0,74.7,89.6,78.0
Cacao Criollo,Rózsavölgyi,5.0,Hungary,71.0,Criollo,Madagascar,Crossover,42.0,71.0,46.0,36.0,44.0,50.0,76.0,80.0,76.0,100.0,90.0,85.3,94.6,92.5
Piura Peru 67%,Patric,5.0,USA,67.0,probable,Peru,Fruits,66.0,82.0,62.0,31.0,46.0,58.0,76.0,90.0,81.0,120.0,83.0,82.7,96.2,93.0
The BOSS,Patric,4.0,USA,,Rio,Venezuela,Earthen,49.0,76.0,5.0,22.0,54.0,46.0,62.0,83.0,53.0,96.0,79.0,80.0,93.4,92.0
Pérou 100%,Alain Ducasse,3.5,France,100.0,CCN-51,Peru,Crossover,10.0,19.0,26.0,79.0,61.0,76.0,58.0,60.0,64.0,102.0,90.0,90.0,85.8,77.0
Porcelana du Pérou,Alain Ducasse,1.0,France,75.0,faux-Porcelana,Peru,Earthen,45.0,40.0,76.0,76.0,55.0,76.0,29.0,14.0,68.0,90.0,57.0,94.0,55.6,53.0
Chuao 75%,Alain Ducasse,0.5,France,75.0,Chuao,Venezuela,Earthen,36.0,22.0,24.0,76.0,81.0,63.0,29.0,17.0,57.0,86.0,51.0,82.7,47.6,28.0
Chuao,Chapon,4.0,France,75.0,probable,Venezuela,Crossover,71.0,55.0,33.0,26.0,79.0,76.0,38.0,70.0,76.0,86.0,90.0,84.0,89.6,85.5
Alto Piura,Marcolini,3.0,Belgium,85.0,advertised,Peru,Spices,47.0,39.0,28.0,61.0,46.0,64.0,34.0,47.0,61.0,64.0,80.0,88.7,84.2,78.5
Dulcey,Valrhona,3.0,France,32.0,Amelonado,(Africa),Earthen,22.0,78.0,13.0,31.0,70.0,63.0,47.0,76.0,68.0,86.0,75.0,84.0,85.6,73.5
Java 75%,Alain Ducasse,0.0,France,75.0,Hybrid,Indonesia,Earthen,11.0,14.0,76.0,92.0,0.0,81.0,15.0,5.0,76.0,80.0,43.0,80.0,28.4,15.5
Encyclopedia of Chocolates,Naive,4.0,Lithuania,,Blend,(multiple),Crossover,55.0,61.0,33.0,25.0,52.0,60.0,76.0,76.0,62.0,92.0,84.0,88.0,91.0,90.5
80% Belize,Middlebury Chocolates,2.5,USA,80.0,Criollo,Belize,Crossover,31.0,26.0,61.0,76.0,48.0,76.0,47.0,33.0,66.0,86.0,79.0,81.3,79.0,73.5
75% Dominican,Middlebury Chocolates,3.0,USA,75.0,La,Dominican Republic,Sugar,29.0,52.0,34.0,34.0,47.0,64.0,46.0,42.0,61.0,84.0,86.0,82.7,80.4,74.5
Criollo Dominican,Cacao Prieto,4.0,USA,72.0,Criollo,Dominican Republic,Naked,11.0,70.0,51.0,22.0,54.0,34.0,60.0,65.0,67.0,76.0,76.0,81.3,93.8,91.0
Flavoreds,Middlebury Chocolates,3.0,USA,,Blend,(multiple),Crossover,34.0,68.0,31.0,45.0,62.0,58.0,33.0,32.0,61.0,78.0,79.0,78.0,85.8,74.0
Maunawili,Mānoa,2.0,USA,72.0,Blend,Hawai'i USA,Crossover,11.0,76.0,70.0,41.0,56.0,76.0,61.0,23.0,69.0,64.0,85.0,85.3,73.2,60.5
Waiahole,Mānoa,3.0,USA,72.0,Criollo,Hawai'i USA,Twang,10.0,44.0,86.0,36.0,34.0,51.0,32.0,37.0,71.0,84.0,78.0,88.0,83.8,75.5
Java Lacté,Alain Ducasse,2.5,France,45.0,Hybrid,Indonesia,Earthen,20.0,66.0,33.0,43.0,78.0,68.0,52.0,41.0,76.0,82.0,69.0,84.7,81.8,76.0
Juliana,Bonnat,4.0,France,75.0,Blend,Brazil,Fruits,65.0,61.0,34.0,42.0,68.0,56.0,72.0,74.0,69.0,70.0,90.0,94.7,90.0,89.0
Cuba,Chapon,3.5,France,75.0,Hybrid,Cuba,Naked,89.0,58.0,24.0,36.0,81.0,69.0,29.0,77.0,71.0,78.0,80.0,85.3,89.4,85.5
Solomon Islands Seed,Zokoko,3.5,Australia,,Amazon,Solomon Islands,Spices,9.0,44.0,23.0,42.0,52.0,53.0,47.0,59.0,66.0,72.0,72.0,82.7,90.8,80.5
Oriente Cuba,Marcolini,3.5,Belgium,78.0,Trinitario,Cuba,Naked,76.0,64.0,34.0,7.0,60.0,55.0,31.0,72.0,46.0,72.0,78.0,87.3,89.8,82.5
Papouasie Nouvelle Guinée,Alain Ducasse,2.0,France,75.0,Hybrid,Papua New Guinea,Spices,28.0,53.0,51.0,46.0,76.0,66.0,38.0,21.0,55.0,64.0,56.0,89.3,70.2,63.5
"Haut Penja, Cameroun",Marcolini,3.5,Belgium,70.0,Amazon,Cameroon,Naked,62.0,64.0,14.0,11.0,60.0,34.0,22.0,78.0,47.0,72.0,78.0,92.7,86.0,81.5
Bourbon Cask Aged,Raaka,4.0,USA,82.0,"mainly,",Bolivia,Crossover,18.0,41.0,32.0,36.0,31.0,66.0,80.0,71.0,89.0,72.0,79.0,93.3,90.2,90.0
Madagascar Lacté,Alain Ducasse,3.5,France,45.0,Hybrid,Madagascar,Earthen,9.0,76.0,14.0,27.0,62.0,47.0,30.0,66.0,29.0,92.0,71.0,85.3,88.6,85.5
São Tomé,Alain Ducasse,2.5,France,75.0,Amelonado,São Tomé,Earthen,20.0,21.0,19.0,72.0,55.0,64.0,25.0,36.0,52.0,78.0,80.0,80.7,77.4,71.0
Barba,Friis Holm,1.5,Denmark,70.0,mainly,Nicaragua,Earthen,24.0,28.0,16.0,66.0,57.0,61.0,15.0,11.0,56.0,88.0,73.0,87.3,60.8,51.0
Johe,Friis Holm,1.5,Denmark,70.0,mainly,Nicaragua,Sugar,30.0,60.0,11.0,41.0,52.0,56.0,15.0,34.0,55.0,80.0,77.0,86.0,63.4,61.5
Medagla,Friis Holm,3.0,Denmark,70.0,mainly,Nicaragua,Spices,32.0,54.0,34.0,42.0,66.0,68.0,31.0,64.0,76.0,86.0,81.0,90.0,82.8,77.5
Rugoso,Friis Holm,4.0,Denmark,70.0,mainly,Nicaragua,Naked,23.0,68.0,22.0,16.0,47.0,25.0,28.0,78.0,56.0,82.0,78.0,89.3,90.4,88.0
Ivoire,Bonnat,4.0,France,40.0,Amazon,Ivory Coast,Earthen,54.0,44.0,22.0,34.0,66.0,63.0,55.0,76.0,51.0,84.0,75.0,95.3,90.2,89.5
Dark Blend,Friis Holm,2.5,Denmark,65.0,Chuno,Nicaragua,Earthen,48.0,44.0,34.0,49.0,61.0,65.0,34.0,32.0,56.0,88.0,80.0,82.0,80.2,75.0
Maragnan,Bonnat,4.0,France,75.0,Amazon,Brazil,Spices,48.0,37.0,33.0,25.0,68.0,38.0,44.0,70.0,64.0,84.0,84.0,82.0,91.0,88.5
Camino Verde 75%,Fruition,3.5,USA,,Nacional,Ecuador,Spices,44.0,48.0,34.0,30.0,71.0,53.0,56.0,52.0,54.0,94.0,90.0,88.7,86.2,79.0
Guadalcanal,Zokoko,4.5,Australia,78.0,Amazon,Solomon Islands,Naked,40.0,32.0,18.0,15.0,54.0,47.0,26.0,86.0,90.0,96.0,79.0,89.3,91.4,91.0
Chale,Zokoko,3.5,Australia,,Amazon,Solomon Islands,Fruits,36.0,39.0,42.0,34.0,63.0,58.0,57.0,72.0,66.0,78.0,81.0,83.3,89.8,83.5
Fraize,Bonnat,4.0,France,,Amazon,Ivory Coast,Sugar,28.0,86.0,41.0,11.0,48.0,57.0,37.0,70.0,72.0,88.0,79.0,90.0,88.8,89.0
Pichanaki,Hotel Chocolat,3.0,UK,100.0,Amazon,Peru,Earthen,24.0,22.0,16.0,33.0,79.0,46.0,34.0,51.0,47.0,80.0,71.0,90.7,83.6,76.0
Pablino,A. Morin,2.5,France,63.0,Amazon,Peru,Twang,27.0,46.0,79.0,71.0,66.0,69.0,46.0,24.0,76.0,82.0,75.0,78.0,76.8,68.5
Dominican 70% Guananico,Fruition,4.5,USA,70.0,Blend,Dominican Republic,Fruits,54.0,76.0,58.0,41.0,68.0,66.0,80.0,83.0,76.0,90.0,80.0,89.3,93.2,90.5
SAINT LUCIA 100% DARKS:Island BlendRabot Estate,Hotel Chocolat,4.0,UK,100.0,Hybrid,St. Lucia,Earthen,41.0,36.0,5.0,72.0,67.0,62.0,30.0,69.0,76.0,80.0,84.0,87.3,89.6,88.0
Saint Lucia Marcial,Hotel Chocolat,4.5,UK,70.0,Vintage,St. Lucia,Crossover,26.0,34.0,32.0,24.0,54.0,59.0,82.0,76.0,73.0,84.0,89.0,80.0,94.2,89.5
Grenade 70%,A. Morin,2.5,France,70.0,Hybrid,Grenada,Spices,34.0,37.0,40.0,38.0,54.0,61.0,41.0,58.0,76.0,72.0,82.0,76.7,83.4,74.5
Trinidad,Hotel Chocolat,3.5,UK,75.0,Trinitario,Trinidad,Naked,34.0,42.0,31.0,39.0,62.0,52.0,54.0,61.0,70.0,78.0,84.0,81.3,89.8,87.0
Vietnam,Hotel Chocolat,2.5,UK,80.0,T,Vietnam,Twang,27.0,41.0,90.0,38.0,52.0,86.0,34.0,46.0,76.0,76.0,83.0,76.0,79.4,71.0
Flavoreds,Brooklyn Dark,3.0,USA,,Amazon,Ivory Coast,Crossover,51.0,62.0,30.0,34.0,76.0,64.0,62.0,56.0,64.0,64.0,70.0,76.0,86.4,77.0
Nonpareil,Grenada Chocolate Company,4.0,Grenada,,,Grenada,Earthen,46.0,36.0,16.0,38.0,1.0,49.0,51.0,76.0,72.0,88.0,78.0,86.7,89.8,90.5
80%,SPAGnVOLA,2.5,USA,80.0,Hybrid,Dominican Republic,Naked,76.0,44.0,12.0,54.0,58.0,52.0,16.0,72.0,47.0,70.0,70.0,72.0,85.2,75.5
70%,SPAGnVOLA,3.0,USA,70.0,Hybrid,Dominican Republic,Spices,72.0,48.0,22.0,36.0,76.0,60.0,27.0,80.0,58.0,74.0,78.0,84.7,85.8,76.5
The Nēnē,Lonohana,4.0,USA,71.0,Blend,Hawai'i USA,Crossover,49.0,44.0,41.0,60.0,74.0,66.0,71.0,78.0,76.0,70.0,78.0,87.3,90.8,90.0
'Ele'ele,Lonohana,4.0,USA,,Criollo,Hawai'i USA,Crossover,47.0,48.0,52.0,36.0,78.0,37.0,42.0,76.0,62.0,88.0,76.0,86.7,92.4,92.5
'Alae 'Ula,Lonohana,4.5,USA,68.0,Blend,Hawai'i USA,Earthen,46.0,44.0,41.0,37.0,73.0,66.0,76.0,87.0,81.0,82.0,82.0,92.7,90.6,92.5
Ecuador Balao,Woodblock,3.5,USA,70.0,Nacional,Ecuador,Spices,77.0,43.0,40.0,27.0,58.0,78.0,70.0,72.0,79.0,84.0,83.0,83.3,89.6,85.0
Venezuela Ocumare,Woodblock,2.5,USA,70.0,Criollo,Venezuela,Earthen,76.0,34.0,21.0,44.0,80.0,61.0,19.0,24.0,55.0,74.0,79.0,78.7,82.0,71.0
Trinidad Gran Couva,Woodblock,1.5,USA,70.0,Trinitario,Trinidad,Sugar,20.0,72.0,18.0,44.0,62.0,58.0,17.0,36.0,56.0,70.0,77.0,86.0,65.2,61.5
Madagascar Sambirano,Woodblock,4.0,USA,70.0,Blend,Madagascar,Twang,25.0,58.0,79.0,42.0,58.0,76.0,61.0,72.0,78.0,82.0,86.0,83.3,92.2,89.5
La Tronca,Vintage Plantations,3.5,USA,90.0,Blend,Nicaragua,Naked,54.0,38.0,15.0,24.0,53.0,34.0,22.0,76.0,58.0,58.0,93.0,87.3,88.0,81.0
Salt,Woodblock,4.0,USA,70.0,Criollo,Venezuela,Spices,48.0,34.0,26.0,29.0,64.0,62.0,41.0,79.0,76.0,84.0,78.0,82.0,91.0,86.5
Salt & Nibs,Woodblock,4.0,USA,70.0,Nacional,Ecuador,Spices,41.0,34.0,44.0,31.0,61.0,62.0,71.0,85.0,76.0,92.0,84.0,91.3,90.8,88.0
Java East Region Milk,Hotel Chocolat,3.5,UK,74.0,Java,Indonesia,Spices,46.0,39.0,31.0,41.0,80.0,55.0,66.0,76.0,61.0,86.0,78.0,80.0,90.8,81.0
Davao:100% 65%,Malagos,3.0,Philippines,65.0,Blend,Philippines,Fruits,34.0,82.0,36.0,25.0,56.0,43.0,48.0,52.0,61.0,76.0,73.0,82.0,88.2,77.5
Peru 85%,Malmö Chokladfabrik,2.0,Sweden,85.0,CCN-51,Peru,Earthen,36.0,34.0,22.0,64.0,61.0,56.0,18.0,38.0,70.0,76.0,82.0,69.3,77.6,67.5
