choco_bar_name,company_name,company_loc,rating,cocoa_perc,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Exploding Coconuts,Fearless,USA,3.5,70.0,61.0,54.0,50.0,30.0,44.0,61.0,63.0,76.0,67.0,58.0,79.0,83.3,88.6,90.5
Venezuelan Black,Willie's,UK,4.5,100.0,24.0,31.0,22.0,46.0,79.0,81.0,45.0,92.0,69.0,94.0,89.0,84.0,92.8,90.5
Venezuelan 72,Willie's,UK,3.5,72.0,79.0,54.0,31.0,19.0,79.0,62.0,56.0,61.0,74.0,74.0,84.0,72.7,92.2,86.5
Hacienda Las Trincheras,Willie's,UK,3.0,72.0,64.0,56.0,34.0,44.0,76.0,67.0,58.0,71.0,69.0,76.0,81.0,72.0,84.8,78.5
Nicaraguan Black,Willie's,UK,4.0,100.0,61.0,22.0,76.0,64.0,71.0,73.0,60.0,64.0,78.0,92.0,85.0,91.3,86.2,87.0
Indonesian Black,Willie's,UK,3.0,100.0,33.0,29.0,82.0,76.0,65.0,76.0,64.0,61.0,78.0,94.0,90.0,86.0,82.0,80.5
Indonesian 69,Willie's,UK,4.0,69.0,48.0,67.0,76.0,37.0,65.0,64.0,79.0,64.0,78.0,76.0,89.0,78.0,93.6,90.5
Madagascan Black,Willie's,UK,3.0,100.0,49.0,28.0,76.0,76.0,71.0,83.0,69.0,74.0,76.0,98.0,91.0,80.0,82.4,75.5
Madagascan 71,Willie's,UK,4.5,71.0,46.0,81.0,76.0,34.0,71.0,76.0,77.0,81.0,84.0,78.0,88.0,82.7,95.2,88.5
Chuao 81%,Mast Brothers,USA,5.0,81.0,34.0,51.0,87.0,54.0,44.0,79.0,82.0,74.0,90.0,88.0,92.0,82.0,97.2,93.0
Chuao 76%,Mast Brothers,USA,4.0,76.0,48.0,53.0,86.0,47.0,58.0,76.0,76.0,78.0,87.0,94.0,80.0,80.7,91.4,91.0
Tranquilidad 72%,Zokoko,Australia,5.0,72.0,67.0,79.0,46.0,24.0,50.0,76.0,81.0,92.0,76.0,90.0,90.0,79.3,97.4,91.5
Tokiala 66%,Zokoko,Australia,3.5,66.0,38.0,81.0,48.0,21.0,34.0,42.0,46.0,45.0,52.0,82.0,77.0,82.7,88.0,85.5
Tokiala Milk Chocolate,Zokoko,Australia,4.0,36.0,34.0,92.0,36.0,13.0,46.0,56.0,76.0,76.0,80.0,82.0,72.0,89.3,93.4,91.0
Arriba Dark,Chchukululu,Ecuador,3.0,55.0,76.0,76.0,18.0,12.0,76.0,44.0,46.0,57.0,55.0,64.0,69.0,80.0,85.8,80.5
Upala 70% Nib,Potomac,USA,4.0,70.0,63.0,44.0,37.0,34.0,71.0,62.0,69.0,76.0,72.0,92.0,91.0,86.7,89.8,91.5
87% Dark,Taza,USA,3.0,87.0,22.0,44.0,34.0,49.0,71.0,73.0,34.0,43.0,34.0,92.0,89.0,75.3,79.6,80.5
Alto Bení 68% Box Ferment,Zokoko,Australia,2.5,68.0,34.0,92.0,58.0,44.0,63.0,76.0,59.0,33.0,39.0,82.0,80.0,78.7,84.0,68.5
Alto Bení 68% Tray Ferment,Zokoko,Australia,3.0,68.0,48.0,87.0,34.0,33.0,63.0,44.0,37.0,57.0,48.0,84.0,92.0,84.0,84.4,73.5
Morobe,Amano,USA,2.5,70.0,31.0,52.0,84.0,34.0,49.0,76.0,57.0,34.0,71.0,94.0,59.0,85.3,77.2,76.0
70% Blend,Patric,USA,5.0,70.0,76.0,72.0,68.0,24.0,71.0,78.0,66.0,93.0,54.0,98.0,90.0,94.7,92.4,97.0
Dark-Milk,Patric,USA,4.5,60.0,64.0,62.0,28.0,24.0,76.0,79.0,39.0,77.0,76.0,100.0,87.0,86.7,91.2,90.0
Mocha OMG,Patric,USA,4.0,63.0,33.0,76.0,54.0,22.0,76.0,70.0,61.0,53.0,79.0,96.0,91.0,73.3,89.8,86.0
North Queensland 66,Zokoko,Australia,3.5,66.0,64.0,56.0,48.0,37.0,46.0,68.0,67.0,56.0,73.0,82.0,77.0,84.0,90.0,86.0
Indio Rojo,Friis Holm,Denmark,2.0,70.0,18.0,72.0,61.0,49.0,62.0,82.0,34.0,61.0,76.0,96.0,86.0,95.3,65.6,68.0
Chuno (Double & Triple Turned),Friis Holm,Denmark,4.0,70.0,71.0,66.0,22.0,19.0,76.0,34.0,41.0,70.0,54.0,92.0,89.0,91.3,89.8,75.0
Dark-Milk,Friis Holm,Denmark,3.0,55.0,43.0,72.0,19.0,11.0,76.0,54.0,46.0,67.0,70.0,68.0,77.0,80.7,89.2,79.0
Matina 1-6,Mars,USA,0.0,65.0,46.0,42.0,29.0,81.0,95.0,64.0,34.0,32.0,57.0,48.0,82.0,65.3,46.2,31.5
Organic 84% D.R.,Theo,USA,5.0,84.0,82.0,56.0,67.0,52.0,77.0,72.0,38.0,81.0,79.0,80.0,89.0,91.3,94.2,91.5
Ultimate Dark,Theo,USA,2.0,85.0,26.0,22.0,76.0,56.0,61.0,80.0,34.0,29.0,71.0,64.0,67.0,78.7,70.8,70.5
Salted Almond (Dark),Theo,USA,3.5,70.0,32.0,34.0,52.0,29.0,62.0,66.0,62.0,77.0,80.0,80.0,71.0,88.7,89.6,83.0
Salted Almond (Milk),Theo,USA,4.0,45.0,58.0,52.0,14.0,29.0,61.0,70.0,45.0,92.0,76.0,86.0,91.0,80.0,92.2,80.0
99%,Tcho,USA,3.5,99.0,44.0,31.0,23.0,46.0,76.0,68.0,49.0,72.0,74.0,76.0,66.0,94.7,90.0,86.5
Pink Pepppercorn,Åkesson's,Sweden,3.0,75.0,26.0,51.0,76.0,27.0,62.0,64.0,57.0,52.0,87.0,72.0,70.0,72.0,86.4,77.0
Coffee Nibs,Åkesson's,Sweden,4.0,75.0,34.0,59.0,66.0,31.0,79.0,64.0,96.0,81.0,76.0,68.0,78.0,80.0,94.6,90.5
Bali Sukrama,Åkesson's,Sweden,4.0,75.0,61.0,64.0,66.0,39.0,72.0,76.0,76.0,77.0,76.0,74.0,91.0,82.0,91.6,88.0
Bali Sukrama Milk,Åkesson's,Sweden,3.0,45.0,38.0,76.0,46.0,32.0,79.0,81.0,57.0,76.0,78.0,92.0,94.0,75.3,84.0,71.0
83%,Fine & Raw,USA,3.0,83.0,51.0,37.0,13.0,54.0,21.0,52.0,31.0,49.0,68.0,90.0,87.0,68.0,84.8,80.5
Classic Dark,Cyrila's,Belize,4.0,80.0,14.0,92.0,71.0,23.0,34.0,66.0,48.0,54.0,70.0,54.0,72.0,80.7,96.8,89.5
Light Milk,Cyrila's,Belize,3.0,75.0,12.0,81.0,62.0,6.0,34.0,57.0,44.0,56.0,64.0,54.0,70.0,72.0,91.8,81.0
Spicy,Cyrila's,Belize,3.0,75.0,44.0,36.0,42.0,32.0,51.0,80.0,63.0,58.0,84.0,48.0,83.0,74.0,90.4,80.0
Jamaïque,Bonnat,France,3.5,75.0,81.0,48.0,26.0,50.0,78.0,62.0,31.0,78.0,69.0,100.0,78.0,76.0,90.4,77.5
Papua Neuguinea,Zotter,Austria,1.5,75.0,28.0,58.0,33.0,76.0,66.0,64.0,34.0,25.0,51.0,96.0,86.0,89.3,62.4,57.5
Santo Domingo,Zotter,Austria,5.0,70.0,61.0,77.0,58.0,23.0,65.0,64.0,78.0,91.0,84.0,88.0,79.0,77.3,97.6,97.0
Kongo,Zotter,Austria,3.5,68.0,44.0,66.0,62.0,47.0,60.0,46.0,42.0,50.0,56.0,78.0,67.0,85.3,87.8,83.5
Indien,Zotter,Austria,4.0,62.0,44.0,76.0,56.0,21.0,61.0,52.0,41.0,77.0,70.0,88.0,76.0,85.3,90.4,89.5
Madagascar,Dandelion,USA,4.0,70.0,32.0,70.0,78.0,39.0,50.0,76.0,76.0,54.0,68.0,80.0,88.0,81.3,88.2,89.5
Costa Ríca,Dandelion,USA,3.0,70.0,24.0,56.0,52.0,39.0,56.0,44.0,36.0,52.0,53.0,94.0,70.0,79.3,83.2,75.5
Venezuela,Dandelion,USA,4.0,70.0,63.0,57.0,39.0,14.0,76.0,60.0,71.0,86.0,72.0,88.0,79.0,79.3,91.2,89.0
Caramel / Black Sea Salt,Trader Joe's,USA,0.0,70.0,23.0,52.0,11.0,60.0,88.0,61.0,24.0,13.0,46.0,34.0,48.0,41.3,43.4,27.0
Indianer Urschoko,Zotter,Austria,2.5,58.0,62.0,76.0,21.0,33.0,5.0,44.0,18.0,27.0,31.0,84.0,78.0,68.7,81.6,75.5
Kaffee,Zotter,Austria,3.5,32.0,21.0,76.0,47.0,33.0,76.0,54.0,58.0,72.0,67.0,82.0,93.0,68.0,91.6,85.5
La Selva,Lillie Belle,USA,3.0,68.0,82.0,52.0,41.0,32.0,73.0,54.0,56.0,76.0,77.0,92.0,83.0,72.0,87.8,80.5
Ocumare 70%,Lillie Belle,USA,4.5,70.0,84.0,61.0,31.0,28.0,76.0,60.0,33.0,90.0,69.0,94.0,82.0,83.3,95.2,85.5
Ekwador,Chris & Tom / Manufactura Czekolady,Poland,0.5,70.0,14.0,26.0,24.0,76.0,61.0,64.0,11.0,7.0,68.0,74.0,71.0,70.7,52.8,58.5
Chili Peri-Peri,Chris & Tom / Manufactura Czekolady,Poland,2.0,70.0,27.0,34.0,54.0,66.0,61.0,58.0,44.0,53.0,72.0,74.0,74.0,72.7,75.4,76.0
Wanilla i Mleko,Chris & Tom / Manufactura Czekolady,Poland,4.0,60.0,41.0,42.0,29.0,40.0,79.0,76.0,61.0,76.0,84.0,88.0,91.0,79.3,92.4,82.0
Mleczna,Chris & Tom / Manufactura Czekolady,Poland,3.0,44.0,27.0,63.0,14.0,36.0,76.0,44.0,31.0,48.0,62.0,90.0,88.0,70.7,82.6,78.5
Mleczna z Laskowym,Chris & Tom / Manufactura Czekolady,Poland,3.0,44.0,14.0,54.0,13.0,36.0,70.0,32.0,34.0,51.0,53.0,86.0,76.0,76.0,85.2,81.0
Dominikana,Chris & Tom / Manufactura Czekolady,Poland,3.5,70.0,43.0,52.0,47.0,31.0,67.0,56.0,60.0,81.0,49.0,68.0,86.0,74.7,91.0,85.5
Imbir,Chris & Tom / Manufactura Czekolady,Poland,4.0,70.0,63.0,60.0,41.0,36.0,67.0,64.0,64.0,77.0,71.0,68.0,82.0,84.7,90.2,89.5
Zurawina,Chris & Tom / Manufactura Czekolady,Poland,4.0,70.0,46.0,62.0,46.0,48.0,67.0,71.0,80.0,76.0,74.0,82.0,79.0,78.7,93.8,91.5
Ghana,Chris & Tom / Manufactura Czekolady,Poland,3.0,70.0,61.0,49.0,27.0,41.0,72.0,61.0,44.0,63.0,68.0,62.0,82.0,72.7,85.4,77.5
Prazone Ziarno Kakao,Chris & Tom / Manufactura Czekolady,Poland,4.0,70.0,93.0,49.0,12.0,43.0,76.0,63.0,14.0,85.0,62.0,82.0,73.0,86.0,90.6,91.0
Kwiat Soli Morskiej,Chris & Tom / Manufactura Czekolady,Poland,4.0,70.0,41.0,51.0,29.0,61.0,76.0,76.0,59.0,64.0,79.0,76.0,87.0,80.7,91.8,88.5
Ecuador 100,C-AMARO,Italy,4.5,100.0,30.0,36.0,26.0,41.0,54.0,68.0,57.0,84.0,76.0,84.0,70.0,92.7,93.4,91.0
Nubé,Pacari,Ecuador,3.5,70.0,24.0,33.0,68.0,51.0,46.0,62.0,54.0,46.0,69.0,76.0,76.0,87.3,87.4,80.5
Venezuela 80,C-AMARO,Italy,1.5,80.0,17.0,32.0,26.0,81.0,84.0,76.0,33.0,30.0,61.0,74.0,84.0,70.7,61.8,60.5
Trinidad 70,C-AMARO,Italy,3.0,70.0,36.0,34.0,31.0,72.0,79.0,76.0,62.0,51.0,70.0,92.0,77.0,79.3,84.8,78.0
Repubblica Dominicana,C-AMARO,Italy,4.0,72.0,38.0,79.0,54.0,30.0,48.0,64.0,76.0,71.0,76.0,84.0,76.0,85.3,92.4,92.5
São Tomé 78,C-AMARO,Italy,4.0,78.0,65.0,38.0,34.0,48.0,60.0,73.0,58.0,79.0,76.0,80.0,76.0,89.3,92.2,89.5
Amazonas Frucht,Zotter,Austria,3.5,65.0,44.0,89.0,53.0,32.0,56.0,63.0,68.0,54.0,66.0,78.0,91.0,82.0,85.2,82.0
Heart of Cacao,Sacred Chocolate,USA,0.5,100.0,18.0,15.0,24.0,84.0,2.0,91.0,29.0,11.0,48.0,90.0,79.0,64.7,48.8,38.0
Dark 70,Daintree Estates,Australia,2.5,70.0,48.0,57.0,46.0,41.0,63.0,76.0,46.0,34.0,62.0,86.0,69.0,84.7,81.2,74.5
Milk Chocolate,Daintree Estates,Australia,4.0,45.0,41.0,84.0,52.0,21.0,66.0,53.0,81.0,88.0,76.0,92.0,82.0,80.0,93.0,89.5
Peruvian Nacional,French Broad,USA,4.0,70.0,46.0,58.0,40.0,29.0,72.0,55.0,83.0,92.0,71.0,68.0,92.0,73.3,91.6,89.0
Ocumare,Duffy's Red Star,UK,3.0,71.0,83.0,39.0,13.0,44.0,80.0,61.0,31.0,77.0,58.0,80.0,81.0,82.0,88.2,77.0
Chuno,Duffy's Red Star,UK,2.5,70.0,8.0,59.0,30.0,52.0,76.0,81.0,26.0,29.0,54.0,94.0,69.0,87.3,72.8,75.0
Raw 85%,Pacari,Ecuador,2.0,85.0,17.0,34.0,24.0,62.0,3.0,76.0,31.0,26.0,50.0,56.0,72.0,84.7,71.8,74.0
Midnight,Sacred Chocolate,USA,3.0,83.0,34.0,38.0,41.0,58.0,11.0,62.0,44.0,43.0,63.0,84.0,80.0,88.0,82.8,80.5
Porcelana,Pralus,France,1.5,75.0,27.0,29.0,64.0,80.0,93.0,71.0,66.0,20.0,58.0,94.0,70.0,78.7,65.2,54.5
Twilight,Sacred Chocolate,USA,0.5,69.0,14.0,34.0,21.0,76.0,5.0,71.0,11.0,3.0,79.0,80.0,69.0,62.0,59.2,29.0
Sun Sweet,Sacred Chocolate,USA,0.0,70.0,11.0,41.0,7.0,52.0,3.0,61.0,9.0,6.0,64.0,94.0,80.0,32.0,45.2,19.5
Darker,Fruition,USA,3.5,70.0,26.0,69.0,48.0,41.0,63.0,65.0,48.0,54.0,76.0,92.0,72.0,79.3,88.4,89.0
Dark Milk,Fruition,USA,4.5,56.0,38.0,54.0,44.0,31.0,63.0,61.0,76.0,83.0,72.0,92.0,89.0,80.7,94.6,90.0
Mint,Sacred Chocolate,USA,1.0,62.0,1.0,46.0,76.0,41.0,1.0,0.0,5.0,24.0,96.0,84.0,68.0,68.7,61.4,56.0
Weiße,Zotter,Austria,4.5,32.0,19.0,78.0,36.0,21.0,68.0,62.0,66.0,81.0,76.0,94.0,89.0,85.3,92.0,91.5
Dark 100 (R.I.P.),Grenada Chocolate Company,Grenada,3.5,100.0,28.0,26.0,62.0,54.0,71.0,88.0,58.0,43.0,69.0,100.0,86.0,80.0,84.6,82.0
Almond & Salt,Cacao Prieto,USA,3.0,72.0,29.0,36.0,31.0,26.0,47.0,43.0,46.0,54.0,58.0,92.0,79.0,76.0,82.2,76.5
Indio,Nova Monda,USA,3.5,54.0,70.0,53.0,13.0,44.0,62.0,61.0,24.0,70.0,49.0,96.0,76.0,82.0,85.4,87.0
Campesino,Nova Monda,USA,3.0,54.0,88.0,46.0,13.0,48.0,81.0,72.0,21.0,84.0,57.0,98.0,72.0,77.3,88.2,80.0
Cashew & Cranberry,Cacao Prieto,USA,4.0,72.0,42.0,51.0,46.0,31.0,62.0,56.0,79.0,74.0,71.0,80.0,89.0,87.3,92.6,88.0
Pistachio & Apricots,Cacao Prieto,USA,4.5,72.0,64.0,72.0,47.0,37.0,76.0,80.0,76.0,68.0,72.0,82.0,83.0,86.7,94.4,88.0
Pecan & Sour Cherry,Cacao Prieto,USA,2.0,72.0,26.0,52.0,76.0,34.0,68.0,66.0,76.0,34.0,61.0,76.0,76.0,72.0,72.8,74.5
Costa Rica,Ritual,USA,3.5,75.0,26.0,61.0,54.0,45.0,60.0,68.0,51.0,47.0,72.0,72.0,80.0,76.0,89.4,86.0
Nacional,Nova Monda,USA,4.0,54.0,46.0,76.0,62.0,33.0,68.0,71.0,76.0,69.0,43.0,96.0,82.0,84.0,92.0,87.5
Dominican Republic,Woodblock,USA,4.0,70.0,53.0,71.0,49.0,34.0,62.0,76.0,81.0,77.0,70.0,92.0,84.0,86.0,90.6,88.5
Vanilla & Smoke,Mast Brothers,USA,0.5,71.0,24.0,28.0,52.0,78.0,93.0,86.0,41.0,32.0,81.0,74.0,31.0,69.3,61.6,31.0
Hamakua 70,Madre,USA,2.0,70.0,26.0,34.0,33.0,76.0,79.0,84.0,32.0,34.0,71.0,76.0,79.0,80.7,70.8,74.0
Silvestre,Rogue,USA,4.5,75.0,53.0,48.0,56.0,46.0,55.0,69.0,68.0,64.0,73.0,98.0,90.0,78.7,92.6,90.5
Vanuatu,Pralus,France,3.0,75.0,76.0,33.0,31.0,47.0,91.0,58.0,29.0,80.0,64.0,76.0,62.0,88.7,88.2,80.0
"Hamakua, Hawaii",Dandelion,USA,2.5,70.0,41.0,36.0,44.0,72.0,79.0,63.0,51.0,33.0,64.0,74.0,81.0,76.0,79.2,74.0
Colombia,Dandelion,USA,2.0,70.0,34.0,34.0,31.0,62.0,76.0,54.0,31.0,28.0,52.0,88.0,61.0,86.7,68.4,74.0
A PAIR OF PIURASMalingasPorcelana,Original Beans,Netherlands,3.5,75.0,48.0,50.0,76.0,39.0,66.0,58.0,34.0,69.0,76.0,94.0,84.0,88.0,85.8,80.5
Ecuador 70,Woodblock,USA,1.0,70.0,32.0,41.0,26.0,46.0,61.0,44.0,21.0,23.0,53.0,88.0,72.0,69.3,57.8,53.0
77%,Mindo,USA,4.0,77.0,51.0,46.0,44.0,36.0,59.0,70.0,39.0,76.0,66.0,80.0,74.0,88.7,89.6,87.5
67%,Mindo,USA,3.5,67.0,76.0,70.0,44.0,20.0,62.0,79.0,40.0,76.0,71.0,70.0,83.0,78.0,90.4,88.0
45%,Amma,Brazil,1.5,45.0,28.0,57.0,26.0,47.0,68.0,62.0,50.0,34.0,68.0,44.0,71.0,75.3,72.2,63.5
30%,Amma,Brazil,3.0,30.0,34.0,68.0,26.0,21.0,68.0,51.0,44.0,53.0,60.0,78.0,67.0,80.0,87.6,78.0
75%,Olive & Sinclair,USA,1.0,75.0,34.0,33.0,76.0,54.0,31.0,80.0,42.0,23.0,64.0,46.0,68.0,71.3,65.8,48.0
Double Chocolate Nibs,Olive & Sinclair,USA,4.0,67.0,82.0,68.0,24.0,21.0,56.0,52.0,25.0,90.0,68.0,72.0,70.0,88.0,92.8,90.5
Salt & Pepper,Olive & Sinclair,USA,4.5,67.0,33.0,34.0,42.0,46.0,57.0,63.0,86.0,91.0,84.0,86.0,79.0,81.3,94.8,91.0
Dark,Intentional,USA,1.5,68.0,37.0,46.0,14.0,44.0,72.0,51.0,16.0,45.0,53.0,56.0,67.0,70.0,73.8,63.0
86%,Olivia,Canada,2.5,86.0,34.0,36.0,21.0,44.0,68.0,64.0,16.0,61.0,65.0,72.0,78.0,81.3,80.2,76.5
86% (Raw),Olivia,Canada,2.0,86.0,18.0,36.0,11.0,56.0,2.0,68.0,16.0,23.0,47.0,78.0,58.0,85.3,72.6,70.5
76% (Raw),Olivia,Canada,2.0,76.0,26.0,37.0,21.0,61.0,4.0,54.0,28.0,30.0,62.0,90.0,71.0,80.7,74.8,68.5
76%,Olivia,Canada,4.0,76.0,38.0,41.0,28.0,37.0,66.0,69.0,76.0,79.0,70.0,80.0,85.0,79.3,94.2,91.0
Maple Flakes,Olivia,Canada,3.5,76.0,30.0,92.0,36.0,32.0,68.0,77.0,72.0,67.0,76.0,88.0,86.0,82.0,89.6,82.0
Maple,Olivia,Canada,0.0,76.0,14.0,31.0,11.0,82.0,68.0,81.0,9.0,26.0,64.0,82.0,79.0,79.3,43.4,21.5
Peru,Agostoni,Italy,4.0,70.0,49.0,48.0,44.0,41.0,71.0,54.0,60.0,76.0,79.0,76.0,75.0,78.0,92.4,89.0
Ecuador,Agostoni,Italy,3.0,74.0,58.0,46.0,14.0,32.0,73.0,47.0,31.0,76.0,62.0,64.0,70.0,82.7,85.8,76.5
Porcelana 2012,Domori,Italy,3.5,70.0,56.0,47.0,28.0,31.0,69.0,48.0,46.0,81.0,76.0,62.0,80.0,92.0,91.2,81.0
IL100%Criollo,Domori,Italy,4.0,100.0,12.0,34.0,22.0,76.0,78.0,77.0,52.0,71.0,68.0,94.0,90.0,90.0,88.6,80.5
Guasare,Domori,Italy,4.5,70.0,84.0,59.0,29.0,22.0,76.0,51.0,34.0,93.0,63.0,78.0,92.0,84.0,94.0,89.0
Dominicana,Agostoni,Italy,3.5,75.0,78.0,58.0,32.0,26.0,60.0,59.0,44.0,83.0,66.0,64.0,86.0,91.3,87.8,79.0
Los Palmaritos,Agostoni,Italy,3.5,75.0,63.0,41.0,33.0,26.0,66.0,61.0,53.0,83.0,70.0,58.0,87.0,90.0,87.8,83.5
Los Vasquez,Agostoni,Italy,3.0,75.0,77.0,49.0,37.0,28.0,66.0,64.0,43.0,76.0,54.0,60.0,81.0,88.0,86.2,79.0
Madagascar,Agostoni,Italy,3.0,70.0,55.0,52.0,34.0,34.0,76.0,44.0,41.0,67.0,64.0,52.0,84.0,80.0,84.2,76.5
Finca Torres,Idilio,Switzerland,5.0,72.0,76.0,62.0,33.0,22.0,58.0,50.0,54.0,96.0,67.0,96.0,89.0,84.7,95.0,91.0
Républica del Ecuador,Coppeneur,Germany,2.5,65.0,77.0,54.0,14.0,21.0,63.0,56.0,26.0,54.0,56.0,94.0,90.0,80.7,78.8,71.0
Republic of Ghana,Coppeneur,Germany,3.0,72.0,61.0,46.0,18.0,34.0,72.0,53.0,28.0,69.0,76.0,96.0,70.0,82.7,82.4,78.5
Ghana Vollmilch,Coppeneur,Germany,2.0,57.0,34.0,64.0,12.0,78.0,72.0,64.0,33.0,32.0,79.0,96.0,91.0,84.7,66.8,61.0
Dominicana Vollmilch,Coppeneur,Germany,2.0,52.0,27.0,54.0,26.0,66.0,62.0,50.0,43.0,34.0,64.0,98.0,88.0,68.0,75.4,60.0
Karamell & Flor de Sal,Coppeneur,Germany,3.0,50.0,21.0,65.0,11.0,19.0,62.0,83.0,52.0,56.0,88.0,100.0,68.0,76.0,89.6,78.0
Kaffee,Coppeneur,Germany,1.5,66.0,12.0,54.0,79.0,56.0,64.0,78.0,33.0,24.0,81.0,78.0,80.0,65.3,70.6,58.0
République de Madagascar,Coppeneur,Germany,4.0,70.0,52.0,58.0,56.0,33.0,74.0,62.0,76.0,80.0,71.0,98.0,84.0,78.0,93.6,87.5
Orangenöl & Urwaldpfeffer,Coppeneur,Germany,2.0,56.0,17.0,46.0,88.0,34.0,65.0,78.0,61.0,46.0,95.0,86.0,74.0,77.3,76.4,67.0
Bittra,Agostoni,Italy,3.0,60.0,54.0,66.0,45.0,36.0,68.0,57.0,52.0,63.0,76.0,42.0,63.0,84.0,86.4,82.0
Regina,Agostoni,Italy,3.0,61.0,58.0,70.0,49.0,26.0,68.0,53.0,56.0,71.0,60.0,46.0,68.0,84.0,88.0,82.0
Pistazie Wattle Seed & Vanille,Coppeneur,Germany,3.5,70.0,36.0,82.0,59.0,34.0,66.0,76.0,79.0,72.0,90.0,72.0,78.0,78.0,92.2,86.5
Ricco,Agostoni,Italy,4.0,39.0,28.0,64.0,24.0,16.0,61.0,34.0,65.0,77.0,57.0,88.0,89.0,84.0,90.2,84.0
Chiara,Agostoni,Italy,3.0,33.0,6.0,78.0,10.0,10.0,56.0,24.0,26.0,61.0,57.0,74.0,73.0,87.3,84.6,80.0
Gianduia,Agostoni,Italy,2.0,32.0,9.0,96.0,22.0,4.0,56.0,76.0,39.0,41.0,58.0,56.0,90.0,80.7,69.0,61.0
Intelligentsia Coffee,Askinosie,USA,5.0,77.0,40.0,66.0,69.0,33.0,71.0,76.0,89.0,82.0,91.0,92.0,94.0,80.7,94.8,92.5
Dark-Milk / Black Licorice,Askinosie,USA,4.5,62.0,47.0,59.0,36.0,40.0,66.0,61.0,76.0,76.0,78.0,90.0,90.0,80.7,92.8,91.0
Malted Milk,Askinosie,USA,1.5,60.0,24.0,56.0,42.0,51.0,58.0,61.0,30.0,28.0,34.0,86.0,86.0,76.0,65.4,62.5
100%,Orecao,Ecuador,3.0,100.0,24.0,53.0,22.0,78.0,81.0,71.0,42.0,60.0,64.0,42.0,88.0,73.3,87.8,77.0
70%,Orecao,Ecuador,3.0,70.0,38.0,39.0,34.0,42.0,76.0,56.0,58.0,70.0,76.0,50.0,87.0,64.0,91.6,79.5
55%,Orecao,Ecuador,1.0,55.0,43.0,94.0,24.0,12.0,68.0,52.0,26.0,42.0,54.0,28.0,71.0,59.3,65.4,59.0
Vietnam 72%,Grand-Place,Vietnam,3.5,72.0,46.0,68.0,31.0,40.0,72.0,34.0,58.0,62.0,64.0,66.0,71.0,85.3,89.2,85.0
Tremezzo Bio,Agostoni,Italy,2.5,70.0,63.0,65.0,21.0,28.0,72.0,56.0,13.0,80.0,57.0,70.0,48.0,75.3,86.2,74.0
San Primo Bio,Agostoni,Italy,3.0,60.0,48.0,84.0,38.0,13.0,63.0,51.0,56.0,52.0,72.0,56.0,76.0,76.0,87.4,79.5
Finissimo Bio,Agostoni,Italy,4.0,32.0,26.0,68.0,21.0,19.0,65.0,42.0,64.0,81.0,63.0,76.0,91.0,84.7,90.0,86.0
Bianca Bio,Agostoni,Italy,1.0,30.0,7.0,90.0,14.0,31.0,62.0,51.0,11.0,13.0,42.0,86.0,78.0,56.0,58.4,53.5
Grenada,Naive,Lithuania,4.0,71.0,72.0,56.0,36.0,31.0,64.0,53.0,76.0,76.0,52.0,98.0,90.0,78.0,92.6,89.0
Uganda Fleur de Sel,Naive,Lithuania,3.0,68.0,36.0,44.0,42.0,34.0,66.0,70.0,48.0,56.0,47.0,96.0,82.0,79.3,86.4,78.5
Organic Milk,Naive,Lithuania,4.0,43.0,48.0,69.0,27.0,24.0,71.0,63.0,58.0,76.0,70.0,94.0,91.0,72.7,93.4,89.0
Orange-Cinnamon,Naive,Lithuania,3.5,63.0,38.0,66.0,61.0,24.0,64.0,55.0,58.0,66.0,73.0,82.0,77.0,79.3,90.0,86.0
San Martin,Mast Brothers,USA,1.0,75.0,23.0,41.0,84.0,70.0,58.0,76.0,34.0,31.0,68.0,76.0,76.0,68.0,59.2,55.0
Stumptown Coffee,Mast Brothers,USA,0.5,74.0,14.0,34.0,79.0,41.0,57.0,84.0,34.0,12.0,77.0,60.0,68.0,50.7,60.2,57.0
BitterClassic Mousse,Zotter,Austria,2.0,80.0,32.0,80.0,37.0,22.0,66.0,51.0,29.0,46.0,62.0,96.0,83.0,86.7,68.8,60.5
Marc de Champagne,Zotter,Austria,2.0,70.0,12.0,36.0,79.0,32.0,47.0,84.0,26.0,39.0,71.0,80.0,78.0,68.0,71.4,71.5
Scotch Whisky,Zotter,Austria,0.0,70.0,37.0,48.0,56.0,31.0,62.0,66.0,86.0,76.0,81.0,88.0,89.0,88.0,95.2,89.0
Brandneuer Erdäpfelvodka,Zotter,Austria,4.0,40.0,33.0,76.0,62.0,10.0,46.0,76.0,80.0,71.0,76.0,96.0,91.0,82.0,90.4,85.0
Papua New Guinea,Mast Brothers,USA,2.0,71.0,21.0,36.0,20.0,76.0,99.0,64.0,32.0,33.0,76.0,64.0,59.0,46.7,85.4,62.5
Steinpilze mit Kastanie,Zotter,Austria,1.0,55.0,19.0,93.0,61.0,34.0,43.0,76.0,31.0,27.0,34.0,80.0,57.0,80.7,59.6,52.0
Rose und Basilikum,Zotter,Austria,4.0,50.0,23.0,76.0,43.0,10.0,57.0,51.0,93.0,82.0,77.0,90.0,83.0,77.3,95.4,89.0
